owl,bowl,1, 1.33333333333 , 0.25
pears,peas,1, 0.8 , 0.2
pea,peas,0, 1.33333333333 , 0.0
tea,peas,1, 1.33333333333 , 0.25
carrot,carrots,0, 1.16666666667 , 0.0
ham,hums,1, 1.33333333333 , 0.25
smooth,mouth,1, 0.833333333333 , 0.166666666667
gums,hums,1, 1.0 , 0.25
smooth,mouth,1, 0.833333333333 , 0.166666666667
beets,beef,1, 0.8 , 0.2
beer,beef,1, 1.0 , 0.25
tea,stew,1, 1.33333333333 , 0.25
carrot,carrots,0, 1.16666666667 , 0.0
carrots,carrots>,1, 1.14285714286 , 0.142857142857
carrot,carrots>,1, 1.33333333333 , 0.166666666667
carrot,carrots,0, 1.16666666667 , 0.0
smooth,mouth,1, 0.833333333333 , 0.166666666667
carrot,carrots,0, 1.16666666667 , 0.0
carrot cake,carrot haha,3, 1.0 , 0.272727272727
carrots,carrot,0, 0.857142857143 , 0.0
rye,yes,1, 1.0 , 0.25
horse,house,1, 1.0 , 0.2
shad,dad,1, 0.75 , 0.25
breast,bread,1, 0.833333333333 , 0.166666666667
butter croissants,butter bread,5, 0.705882352941 , 0.294117647059
rye,yes,1, 1.0 , 0.25
litchis,witch,2, 0.714285714286 , 0.285714285714
litchis,witch,2, 0.714285714286 , 0.285714285714
perch,porch,1, 1.0 , 0.2
parsley,party,2, 0.714285714286 , 0.285714285714
dressing,crying,2, 0.75 , 0.25
whiting,whining],2, 1.14285714286 , 0.285714285714
parsley,party,2, 0.714285714286 , 0.285714285714
parsley,party,2, 0.714285714286 , 0.285714285714
malt,salt,1, 1.0 , 0.25
peppers,pepper,0, 0.857142857143 , 0.0
snapper,pepper,2, 0.857142857143 , 0.285714285714
salsa,salt,1, 0.8 , 0.2
breast,bread,1, 0.833333333333 , 0.166666666667
cress,sure,1, 0.8 , 0.2
horse,house,1, 1.0 , 0.2
breast,bread,1, 0.833333333333 , 0.166666666667
breast,bread,1, 0.833333333333 , 0.166666666667
breast,bread,1, 0.833333333333 , 0.166666666667
carrot,carrots,0, 1.16666666667 , 0.0
breast,bread,1, 0.833333333333 , 0.166666666667
dumpling,mumbling,2, 1.0 , 0.25
parsley,party,2, 0.714285714286 , 0.285714285714
pike,bikes,1, 1.25 , 0.25
pike,bikes,1, 1.25 , 0.25
round,ground,1, 1.2 , 0.2
gums,yum,1, 0.75 , 0.25
yam,yum,1, 1.0 , 0.25
mush,huh,1, 0.75 , 0.25
scup,cut,1, 0.75 , 0.25
cusk,cut,1, 0.75 , 0.25
nuts,cut,1, 0.75 , 0.25
spices,pieces,1, 1.0 , 0.166666666667
molasses,movie,2, 0.625 , 0.25
molasses,movie,2, 0.625 , 0.25
molasses,movie,2, 0.625 , 0.25
molasses,movie,2, 0.625 , 0.25
molasses,movie,2, 0.625 , 0.25
soft,of>,1, 0.75 , 0.25
salsa,class,1, 1.0 , 0.2
molasses,movie,2, 0.625 , 0.25
ling,sings,1, 1.25 , 0.25
molasses,movie,2, 0.625 , 0.25
roasting,reading,2, 0.875 , 0.25
limes,time,1, 0.8 , 0.2
spices,pieces,1, 1.0 , 0.166666666667
muenster,center,2, 0.75 , 0.25
spices,piece,1, 0.833333333333 , 0.166666666667
bananas,wanna,2, 0.714285714286 , 0.285714285714
horse,share,1, 1.0 , 0.2
shake,share,1, 1.0 , 0.2
shark,share,1, 1.0 , 0.2
hard,share,1, 1.25 , 0.25
swanson,wanna,2, 0.714285714286 , 0.285714285714
parsley,party,2, 0.714285714286 , 0.285714285714
brownies,brownie,0, 0.875 , 0.0
